league,match_id,team_id,team_name,is_home,total_passes,accurate_passes,total_shots,goals,key_passes,tackles,interceptions
Championship,1908367,27,Watford,True,396,301,14,0,9,14,10
Championship,1908369,175,WBA,True,666,549,18,0,14,9,8
Championship,1908369,20,Derby,False,328,222,4,1,2,13,10
Championship,1908371,199,Wrexham,True,513,392,22,1,15,20,7
Championship,1908371,171,QPR,False,343,232,15,3,13,10,6
Championship,1908415,160,Charlton,True,281,140,14,1,7,13,4
Championship,1908415,192,Millwall,False,477,329,15,1,11,15,4
Championship,1908418,168,Norwich,False,318,216,4,1,4,17,10
Championship,1908418,17,Coventry,True,581,469,28,1,21,9,5
Championship,1908482,160,Charlton,False,336,230,7,1,5,10,12
Championship,1908482,157,Birmingham,True,532,415,24,1,17,13,9
Championship,1908485,182,Bristol City,False,331,254,15,0,14,18,9
Championship,1908485,17,Coventry,True,537,429,21,1,18,10,7
Championship,1908487,165,Ipswich,False,569,471,13,1,8,13,7
Championship,1908487,14,Leicester,True,413,319,11,3,7,22,16
Championship,1908491,171,QPR,False,326,237,13,1,7,14,8
Championship,1908491,21,Middlesbrough,True,539,449,18,3,10,15,11
Championship,1908494,214,Hull,False,353,233,10,3,10,25,7
Championship,1908494,192,Millwall,True,482,354,11,1,9,12,13
Championship,1908497,168,Norwich,True,338,262,16,2,10,22,10
Championship,1908497,18,Southampton,False,571,481,12,1,4,23,10
Championship,1908503,169,Portsmouth,True,411,292,18,2,13,18,9
Championship,1908503,158,Blackburn,False,365,238,11,1,10,17,6
Championship,1908509,96,Stoke,True,334,223,8,2,6,16,5
Championship,1908509,259,Swansea,False,476,392,14,1,13,7,7
Championship,1908515,199,Wrexham,True,521,378,16,2,10,19,8
Championship,1908515,27,Watford,False,478,354,12,2,7,12,6
Championship,1908708,259,Swansea,False,622,529,15,0,8,20,5
Championship,1908708,20,Derby,True,255,171,11,2,7,14,7
Championship,1908712,163,Sheff Utd,False,330,196,11,1,5,20,12
Championship,1908712,169,Portsmouth,True,445,308,23,0,16,14,14
Championship,1908713,27,Watford,False,420,294,20,2,16,19,6
Championship,1908713,181,Preston,True,427,296,9,2,7,28,5
Championship,1908714,171,QPR,True,572,410,21,1,15,14,8
Championship,1908714,158,Blackburn,False,402,274,7,3,7,19,13
Championship,1908715,192,Millwall,False,471,348,20,2,17,10,14
Championship,1908715,25,Sheff Wed,True,252,113,12,1,6,10,6
Championship,1908641,165,Ipswich,False,547,450,11,0,9,13,7
Championship,1908641,169,Portsmouth,True,361,263,11,2,7,12,12
Championship,1908778,158,Blackburn,False,465,369,8,0,6,9,8
Championship,1908778,18,Southampton,True,658,574,16,3,10,17,8
Championship,1908362,169,Portsmouth,False,341,226,10,0,7,14,9
Championship,1908362,18,Southampton,True,499,377,9,0,7,6,9
Championship,1908506,20,Derby,False,388,290,15,3,10,19,10
Championship,1908506,25,Sheff Wed,True,591,492,3,0,3,18,9
Championship,1908654,21,Middlesbrough,False,595,515,9,3,8,16,6
Championship,1908654,175,WBA,True,456,370,13,2,8,13,5
Championship,1908707,17,Coventry,True,278,179,9,3,8,18,16
Championship,1908707,21,Middlesbrough,False,698,599,18,1,15,11,8
Championship,1908344,157,Birmingham,False,480,390,8,2,6,15,13
Championship,1908344,158,Blackburn,True,346,239,5,1,4,18,9
Championship,1908345,160,Charlton,False,321,200,8,0,8,15,10
Championship,1908345,182,Bristol City,True,442,322,14,0,10,14,9
Championship,1908349,192,Millwall,True,380,276,11,0,7,25,8
Championship,1908349,21,Middlesbrough,False,448,349,12,3,8,20,5
Championship,1908350,169,Portsmouth,True,526,377,19,1,15,12,4
Championship,1908350,168,Norwich,False,387,260,11,2,10,19,7
Championship,1908351,14,Leicester,False,475,392,14,1,13,11,8
Championship,1908351,181,Preston,True,319,224,14,2,11,25,9
Championship,1908352,96,Stoke,False,358,254,12,3,10,17,4
Championship,1908352,25,Sheff Wed,True,426,326,15,0,12,8,12
Championship,1908353,259,Swansea,True,455,369,13,1,8,18,11
